X1;X2;X3;X4;X5;X6
335500;27500;27500;54055.3;828914.92;0
1391500;27500;30500;303821.36;4557407.4;0
429001;33001;0;35761.64;481151.07;0
467500;55000;58000;11385.14;51414.14;0
492800;66000;69000;7132.46;81534.79;0
456500;0;0;4526.17;71310.35;0
462000;66000;0;56106.46;461676.01;0
525800;66000;69000;4318.08;104514.24;0
297000;66000;82500;11394.65;155144.19;0
192500;33000;33000;4197.81;141197.04;0
209000;31570;31570;4492.08;45442.15;0
407000;27500;30500;24314.32;390100.61;0
431933;27500;0;17406.7;188780.76;0
335500;27500;0;2558.49;81756.09;0
335500;27500;44000;19960.5;344821.6;0
440000;27500;30500;22675.07;417348.57;0
273900;11000;0;6023.77;76085.39;0
489500;60500;60500;1802.19;35638.36;0
484000;66000;66000;2008.44;41701.94;0
368500;27500;30500;8257.22;196962.6;0
258500;44000;47000;11839.98;142180.94;0
413600;27500;30500;14625.86;143020.31;0
825000;66000;106500;103989.69;2156640.43;0
335500;27500;44000;23319.29;337852.93;0
264000;49500;0;26096.56;384513.06;0
538998;66000;73287;5903.48;74148.24;4
261800;60500;0;4225.04;41132.44;0
533500;11000;14000;5345.77;101844.2;0
264000;51255;0;8305.28;109006.13;7
264000;58702;55561;3064.14;8121.68;177
221282;55000;55338;3303.82;45595.28;3
385000;0;0;10163.58;105015.26;0
143000;49500;49500;560.02;7775.08;0
341000;24750;0;22582.55;238190.44;8
291500;55000;70750;19579.06;130129.82;0
324500;59202;0;17709.43;161238.46;10
704000;55000;0;12329.31;188682.8;0
115500;55920;58768;1685.58;11239.33;9
261800;119075;0;549.69;6781.81;209
261800;83921;114486;10170.87;96680.11;25
352000;27500;30500;11490.37;166055.22;0
368500;29702;30250;14646.42;232881.13;4
374000;60500;63500;13229.25;185878.17;0
550000;70367;69877;17945.49;357410.12;7
476300;66000;66000;16166.78;76677.97;0
379500;55000;0;17166.36;202784.95;0
220000;0;0;9276.53;98907.88;0
308000;33000;64000;21606.88;263353.52;0
55000;45129;0;5.08;16.5;20
55000;308563;0;4.83;18.83;711
275000;0;0;22853.54;173916.85;0
473000;27500;30500;6187.32;129707.2;0
522500;27500;30500;23290.15;225340.78;11
358785;27500;27500;34939.21;478121.81;0
264000;49500;47710;17506.8;46804.92;0
500500;66000;0;11878.79;221226.05;0
286185;11917;0;22305.4;110580.14;0
451000;55000;58000;28901.18;348903.75;0
649000;71165;66782;47176.97;501791.94;33
261800;33000;36000;26017.25;220543.06;0
456500;55000;58000;11959.49;149700.79;0
250800;0;0;5946.38;105828.29;0
456500;55000;55000;5294.25;58740.28;0
264000;49500;52500;23358.89;370823.79;0
275000;0;0;5334.63;75141.38;0
335500;27500;0;12578.27;176164.05;0
264000;49500;59500;7766.92;89000.01;0
192500;55000;0;4006.15;41553.9;17
275000;0;0;16344.91;342931.86;0
143000;62177;0;6126.76;49476.5;26
394533;64138;66800;23050.54;331708.61;17
357500;58278;72899;5039.28;69748.55;951
272800;52360;67140;2473.43;39636.34;0
456500;0;0;30487.62;419145;0
220000;0;0;3615.94;46769.96;0
165000;0;0;17509.29;220305.52;0
264000;49500;52500;2432.21;55884.4;0
264000;49500;63750;35861.29;522798.06;0
368500;0;0;5259.25;80414.64;0
456500;69300;52403;5565.25;55677.64;17
434500;27500;54598;16762.66;120610.16;0
335500;27500;44000;15229.23;269115.74;0
359885;17417;0;7286.16;152332.41;0
374000;53075;0;15187.48;106107.71;11
280500;55000;55000;14240.84;172338.38;0
357500;21725;20350;257265.35;225717.27;85
225500;168647;0;2003.93;26096.64;34
269500;53804;62738;7422.29;87753.17;3
291500;169920;204417;8768.51;73493.75;17
261800;70439;0;2715.41;45032.93;21
319000;55000;55000;7814.26;123603.56;1
369598;81808;0;12872.23;258334.13;41
459800;66000;66000;17113.69;213610.65;0
261800;136306;156082;705.42;4787.44;187
572000;63800;0;6401.16;89684.53;0
566500;112809;111100;5566.08;147255.61;20
137500;63800;0;3675.64;39474.32;1
368500;53688;82013;6003.53;110301.32;20
261800;64546;68701;12629.54;90530.1;16
335500;32175;27500;6782.27;119401.41;7
280500;49500;49500;10022.23;143594.73;0
390500;203909;0;22168.57;163627.9;261
335500;102483;0;8150.65;129379.68;164
275000;44000;0;4184.71;37653.94;0
629932;69302;67177;11716.34;176108.21;5
275000;51150;68963;8700.82;53966.93;46
55000;53467;65176;3.73;7.73;14
55000;52800;52800;4.75;13.49;0
363000;32574;45250;23079.19;194646.08;14
55000;51379;0;8.87;14.63;4
264000;49500;59500;9168.88;200952.2;0
346500;0;0;17139.32;317795.84;0
335500;27500;27500;7915.12;124248.97;0
346500;0;0;9735.92;156851.76;0
346500;0;0;5800.94;88058.52;0
346500;0;0;17102.96;298400.9;0
346500;0;0;4971.62;121489.36;0
311667;23101;0;19681.47;98565.04;0
525067;27500;30500;7614.81;109336.36;0
264000;49500;66298;18619.78;274099.67;0
368500;52024;51772;17837.59;237543.82;18
214500;41360;44360;18053.82;125706.98;0
511500;66000;66000;4916.55;109445.23;0
272800;157333;170503;14566.79;109664.88;77
261800;63800;78600;21329.29;268383.25;0
103767;55000;55000;2044.27;25765.45;0
338798;126052;156257;6900.35;132581.35;105
528000;168328;175901;40905.23;605372.74;329
308000;60500;63500;18930.65;218043.44;0
423500;61428;59929;6319.65;147830.57;24
445500;66000;66000;19097.88;291356.4;0
495000;0;0;41539.03;575933.27;0
298100;0;0;2204.28;32167.8;0
429000;69879;0;22148.85;255747.46;41
368500;27500;63500;30300.63;362206.57;0
451000;33000;33000;244003.88;289724.06;0
346500;0;0;29929.77;492345.36;0
583000;51535;69000;16434.05;391328.57;1
143000;35860;35860;6563.73;82709.94;0
55000;36602;0;4.74;23.79;2
308000;33000;33000;10819.96;98580.8;0
264000;49500;63750;24652.39;161210.12;0
390500;33000;33000;9446.34;109166.38;0
308000;183858;190054;16387.83;163259.04;84
880000;33000;36000;118144.6;3282264.08;0
368500;27500;30500;465619.33;2235928;0
275000;0;0;8735.81;152374.87;0
379500;28176;31790;3736.46;62308.47;1
264000;49500;0;14725.99;187550.63;0
350533;49500;49500;6414.8;118295.82;0
346500;27500;27500;3703.73;83477.46;0
264000;49500;34936;11857.77;183323.89;0
278300;0;0;10548.52;122348.81;0
253000;0;0;2233.73;40567.08;0
203500;43005;0;8868.51;157780.65;2
506000;253013;234300;9287.52;160219.85;25
363000;191547;165254;5058.97;86778.4;141
297000;66000;69000;35155.28;743857.57;0
418000;66000;69000;8040.93;201779.45;0
372533;58295;105437;8154.28;103565.3;19
374368;38500;41500;92984.31;380032.43;0
522500;66000;69000;14098.7;63482.6;0
405167;35154;40144;19726.34;450162.54;7
578051;55000;111000;4860.92;47697.99;0
242000;0;0;8849.53;218531.29;0
281234;44000;47000;22218.07;356985.59;0
110000;107087;80054;64.71;610.13;46
357500;22000;38500;21607.52;368521.67;0
286000;0;0;16908.56;265705.37;0
55000;125875;0;4.61;14.13;78
511500;0;0;3838.57;93182.56;0
368500;27500;30500;42572.59;869201.63;0
440000;0;0;44596.42;706621;0
259967;42845;42597;17076.89;166145.62;3
264000;49500;52500;8570.39;67378.74;0
225500;55000;58000;5222.92;70915.92;0
390500;0;0;32093.58;481692.39;0
319000;60500;96953;6039.22;67348.16;0
467500;122155;0;7936.75;56092.4;5
236500;55000;58000;5382.27;25391.74;0
264000;49500;18968;9549.62;128761.11;0
346500;0;0;5935.96;68229.8;0
335500;27500;30500;13961.12;113670.57;0
264000;49500;0;1263.44;28543.01;0
281968;14667;0;3626.1;72586.7;0
464200;0;0;3820.97;42057.23;0
467500;55000;55000;3.59;10.81;0
319000;155776;176650;1582.5;13488.86;43
627000;151800;157275;4907;90569.64;0
467500;55000;58000;5014.06;65716.19;0
264000;46029;0;10152.48;31928.99;7
957000;55000;0;14598.1;197919.11;0
731500;73540;149864;50220.76;540475.69;17
261800;0;0;13923.94;245936.46;0
355298;66000;66000;5534.54;78902.81;0
521216;44000;47000;51887.4;641810.81;0
209000;0;0;7480.63;107555.51;0
346500;35860;0;24562.45;579713.43;0
198000;0;0;3870.39;27760.34;0
154000;0;0;8167.36;24425.7;0
220000;77000;0;7215.3;104215.9;0
275000;0;0;9385.27;110290.38;0
418000;33000;0;7732.21;184074.08;0
264000;83623;52500;73707.69;44098.88;32
264000;49500;52500;434.76;369.72;0
346500;0;0;4097.62;82385;0
140617;0;0;3555.77;70721.14;0
225500;58300;58638;1979.91;22176.93;3
250800;43518;41325;3578.74;29960.45;9
368500;27500;30500;15331.55;330695.83;0
490783;36388;58000;36078.54;535106.54;0
374000;27500;30500;138803.39;1565407.16;1
389033;22000;27524;24118.22;466478.28;0
354567;27500;0;12230.16;133449.42;0
429000;27500;30500;13251.05;195830.33;0
280502;49500;17371;36299.16;551844.11;0
212485;0;0;9397.52;73166.2;0
335500;55000;55000;3629.24;61161.89;0
341000;22000;38500;2669.14;46529.47;0
346500;27500;27500;6628.59;102195.82;0
429000;33000;36000;8917.41;136668.11;0
220000;0;0;5279.93;134083.68;0
401500;27500;27500;22732.76;121645.51;0
335500;27500;30500;5159.72;83268.99;0
335500;27500;37500;38163.1;333007.05;0
170500;14880;0;5399.81;70473;10
478500;66000;69000;9848.56;73405.09;0
338798;0;0;5633.19;85916.56;0
0;0;0;16427.8;120880.25;39
412500;27500;0;21498.19;296470.05;0
261800;50160;53160;7681.12;123666.72;0
476300;0;0;7859.15;196854.3;0
261800;60500;75150;6708.33;65193.26;0
214500;301104;305705;3349.73;43425.42;327
391051;0;0;10025.77;142336.14;0
544500;66000;69000;22801.76;179438.58;0
346500;0;0;9053.8;153088.22;0
258500;0;0;17436.34;152321.8;0
368500;116116;109825;29699.97;313492.55;42
341000;22000;0;11123.91;88364.73;0
709500;66000;0;42745.85;533624.02;0
390500;66000;69000;13181.41;225021.83;0
793100;33000;33000;137505.26;2257008.08;0
684567;33000;36000;24516.62;268201.58;0
429000;33000;33000;12569.79;184962.23;0
346500;0;0;5682.56;96893.93;0
302500;0;0;15264.58;134830.94;0
676500;27500;27500;194.81;792.9;0
264000;49500;63750;2289.5;49449.39;0
346500;0;0;14488.37;257893.77;0
82500;0;0;943.16;14415.24;0
346500;0;0;7959.65;166109.73;0
346500;0;0;12056.95;207472.43;0
260333;11551;0;61.04;1427.73;0
363000;27500;30500;7679.12;172567.51;0
313500;66000;82500;5125.43;75445.14;10
264000;0;0;2277.28;22353.89;0
473000;0;0;45354.4;619569.6;0
280500;44261;34570;6654.57;68344.91;7
258500;49500;49500;17441.8;263318.11;0
737000;55000;58000;35251.71;641807.99;0
504900;151800;151800;9400.44;115639.34;12
165000;0;0;16700.96;279521.53;0
224768;7334;0;3160.76;98719.01;0
1651097;66000;72000;64150.63;928910.3;0
459800;66000;69000;19507.66;270337.87;0
335500;27500;60855;4873.69;67113.87;0
214500;68148;78999;4083.52;25134.61;56
280500;38500;41500;3369.84;95988.99;0
363000;47300;0;12850.61;249687.94;2
330000;55000;58000;4208.45;89256.28;0
355298;60500;60500;17846.16;221851.66;0
401500;55000;55000;34343.51;468362.54;0
473001;55000;55000;95318.84;1567568.24;0
1523500;71225;56100;119173.89;3101008.35;41
506000;55000;58000;3422.2;55009.78;0
506000;55000;58000;4987.1;116339.15;0
484000;66000;69000;8666.86;118266.22;0
363000;0;0;6201.84;156445.28;0
313500;66000;69000;20002.16;74351.42;0
654500;0;0;70360.08;1090639.81;0
346500;0;0;1661.45;4012.14;0
374000;52994;60900;8349.47;234968.17;33
366666;66000;69000;38283.67;715587.32;0
346500;0;0;7936.45;146454.73;0
434500;27500;30500;30355.26;502061.24;0
330000;0;0;15261.2;232706.21;0
335500;27500;30500;3802.14;36591.93;0
319000;0;0;30331.87;495676.89;0
335500;27500;30500;25429.59;245631.96;0
236500;0;0;7006.23;88213.45;0
286000;0;0;6576.99;156962.63;0
418733;0;0;3634.69;61134.41;0
313867;0;0;2893.34;38520.4;0
165000;0;0;914.63;7543.43;0
0;0;0;0;0;0
467500;49500;73000;1607.1;43332.73;0
374000;27500;27500;24832.46;435343.64;0
214500;11000;11000;7299.13;99664.97;0
363000;49500;0;31815.67;395571.5;0
159500;59449;0;5654.62;73809.5;41
368500;30960;27500;7913.2;107458.69;7
396000;27500;30500;11633.78;190772.11;0
336233;27500;44000;22695.36;425903.85;0
346500;0;0;14166.05;242272.09;0
308000;33000;36000;5005.34;33864.53;0
411400;0;0;1859.48;18094.98;0
660000;55000;58000;10221.88;141328.71;0
297000;66000;66000;7080.16;101291.89;0
297000;0;0;10101.22;224850.73;0
440000;159940;154961;10099.02;81734.39;4
346500;0;0;3995.08;92953.64;0
346500;0;0;5926.56;134856.37;0
418000;33000;36000;15450.97;267476.38;0
335500;27500;27500;11451.5;240707.82;0
209000;102300;107300;125.09;1956.3;0
258500;0;0;5407.64;90037.28;0
217617;31570;34570;8282.24;127479.66;0
506000;55000;55000;2432.91;16422.93;0
476300;66000;113800;2611.77;46877.92;0
363000;66000;66000;7088.79;154215.08;0
269500;55000;55000;1888.96;25031.39;0
291500;55000;58000;17172.78;138596.81;0
390500;55000;58000;2744.21;28318.99;0
484000;66000;66396;38009.11;537570.54;2
588500;27500;27500;13723.19;384098.56;0
0;0;0;0;0;0
390500;27500;27500;4909.95;114527.53;0
506000;44550;0;6209.24;147645.92;0
485650;0;0;13781.34;279786.12;0
506000;49500;49500;22139.57;382547.31;0
403333;27500;30500;21913.13;252604.1;0
412500;27500;4437;3180.32;20998.76;0
82500;3667;0;2057.74;36535.9;0
341000;22000;25000;5332.46;114567.8;0
82500;34870;34870;134.43;1719.38;0
440000;55000;55000;24651.35;445521.66;0
261800;60500;77045;18722.89;123415.6;0
159500;31570;22000;10465.59;119424.78;0
319000;31570;41500;7527.63;304966.27;0
346500;0;0;11282.73;221023.53;0
346500;0;0;9231.01;212257.74;0
220000;16500;10452;34482.69;389594.47;0
792000;55000;58000;21966.78;250319.34;0
264000;49500;63750;1607.62;17659.85;0
357500;22000;22000;2736.3;57835.36;0
376751;66000;69000;16713.33;193950.21;8
264000;49500;0;5741.87;105261.41;0
308000;33000;33000;3394.81;43165.74;0
418000;33000;33000;11982.73;202947.19;0
264000;49500;52500;10864.6;226384.49;0
264000;49500;52500;19574.76;379380.2;0
469700;27500;30500;7005.32;140759.21;0
720500;66000;69000;15488.05;282788.29;0
264000;49500;41322;14798.42;99793.43;0
407000;22000;25000;16140.24;240456.47;0
396000;80300;101950;6903.16;188522.12;0
368500;27500;30500;22371.34;344319.17;0
587033;27500;30500;886.6;12679.32;0
379500;27500;30500;40482.61;580967.68;0
335500;27500;30500;37275.87;653813.4;0
363000;22000;39500;10971.84;273732.79;0
352000;27500;30370;4340.3;88938.29;0
187918;4584;0;49.65;1412.14;0
159500;55000;0;10215.01;199215.48;0
352000;65577;77175;24398.35;205883.86;9
291500;66000;69000;6234.11;41304.68;0
280500;55000;0;3290.72;49829.15;0
335500;27500;27500;6163.59;75738.66;0
308000;33000;36000;12825.6;209042.26;0
390500;27500;30500;14452.02;367408.22;0
264000;49500;49500;13688.48;260213.4;0
476300;110915;142872;17586.76;237345.85;91
331284;77000;80000;11153.11;207028;0
363000;33000;33000;28220.94;331584.92;0
302500;55000;87500;16217.51;225753.88;0
739019;34695;34570;7404.18;112196.56;0
440000;162800;190200;18108.28;250217.77;0
451000;163570;180744;18886.76;281614.06;72
374000;55000;55000;48023.91;528944.86;0
346500;0;0;7087.92;136897.05;0
346500;0;0;21725.06;391048.23;0
468417;0;0;10788.7;147612.29;0
408100;0;0;6718.91;92823.81;0
283251;49500;52500;15474.42;254709.99;0
363000;55000;445305;25375.23;414531.06;0
220000;31570;34570;832.24;7750.6;0
209000;31570;39570;1437.88;13099.28;0
352000;31570;34570;1731.39;27585.67;0
440000;66000;69000;74055.98;800508.92;0
290767;49500;52500;20016.08;98379.83;0
412500;31570;31570;5848.45;122680.67;0
462000;49500;49500;6336.77;35977.51;1
455400;22000;22000;18695.1;256525.83;0
451000;55000;58000;45412;756473.5;0
583000;55000;116000;43993.58;912235.96;0
451183;0;0;260.86;5938.09;0
346500;0;0;3369.16;70130.13;0
539000;66000;69000;52518.52;900235.99;0
363000;49500;0;8251.27;94604.47;0
165000;11000;19000;4619.49;81161.4;0
264000;49500;63750;7129.68;135579.64;0
264000;49500;79452;14672.8;241986.57;0
308000;33000;36000;13432.73;156783.88;0
363000;55000;74000;43007.85;817294.67;0
137500;0;0;10097.89;126220.06;0
324500;33000;33000;11076.56;271474.95;0
346500;0;0;7287.07;49284.33;0
165000;22660;22660;2951.52;37896.75;0
478500;52800;0;11365.99;239697.22;0
374000;95370;0;9705.7;153339.93;0
1364000;146300;146300;101411.12;1878818.31;0
379500;27500;30500;14986.51;85403.77;0
792000;66000;69000;37756.04;488266.37;0
473000;66000;69000;8453.48;70689.47;0
275000;11000;14000;14053.73;221476.59;0
355298;0;0;4260.5;61485.16;0
385367;27500;30500;13929.08;227362.39;0
412500;27500;30500;18635.1;357133.23;0
346500;0;0;32831.68;436717.2;0
346500;35860;91802;21425.71;432703.67;0
264000;49500;0;8581.88;128244.96;0
82500;0;0;1451.23;33531.25;0
462000;33000;0;25393.54;417373.91;0
264000;49500;38129;5248.14;121780.46;0
296083;48254;44357;113.81;2143.82;9
346500;0;0;1703.48;27197.48;0
355667;33001;0;5143.35;56284.56;0
365017;0;0;10079.36;91707.01;0
1543300;66000;72000;76219.09;1212884.18;0
368500;0;0;17125.08;228497.99;0
363000;49500;49500;7721.88;191313.4;0
264000;49500;52500;23828.26;187933.02;0
363000;55000;55000;24961.04;96692.06;0
418000;33000;0;28702.26;420846.59;0
522500;66000;0;10559.12;188810.87;0
1713800;66000;72000;25080.99;421241.77;0
214500;31570;0;171.42;3395.99;0
308000;134585;0;5742.88;40733.7;62
170500;10998;26998;4087.28;74684.25;0
225500;10998;10998;4733.06;46979.44;0
643500;0;0;18102.74;222226.63;0
429000;60838;0;2697.72;47093.5;17
599500;112203;118525;6977.11;90369.8;62
319000;159500;0;16872.21;228609.89;12
412500;157300;0;3247.67;59823.96;0
54996;0;0;14240.26;151133.46;0
329998;41157;39693;6437.83;36457.98;5
445500;52800;55800;45378.39;403176.69;10
143000;38500;46750;7734.26;132926.21;0
401500;55000;55000;2649.86;20344.84;0
291500;55000;58000;13412.61;275978.36;0
154000;49500;49500;21179.88;86702.15;0
247500;35860;51500;9414.03;48445.64;0
308000;0;0;5083.06;22798.03;0
341000;22000;25000;3496.78;82230.42;9
632500;11000;14000;16779.46;267397.04;0
0;22000;32000;1385.44;29633.05;0
476300;66000;69000;19907.2;295580.29;10
808500;55000;55000;44694.16;500131.4;0
335500;27500;27500;35447.3;476118.43;0
313500;66000;66000;12911.53;161747.5;0
308000;33000;36000;8161.2;157933.42;0
281784;49500;52500;293.1;106.97;0
495000;39938;0;25422.1;190709.62;29
368500;49500;52800;8805.65;70276.35;1
308000;33000;36000;213.37;19.36;0
275000;0;0;9514.25;164704.49;0
346500;0;0;15985.24;279112.38;0
346500;0;0;20456.91;361031.19;0
346500;0;0;22527.93;200824.1;0
275000;124996;21774;8645.24;134654.15;18
289667;18151;0;8432.07;167075.76;0
181500;38500;38500;2779.69;35430.34;0
269500;225544;0;4716.36;51615.05;16
352000;55000;58000;79537.4;908767.98;0
225500;38500;38500;13493.93;296958.19;0
770000;119443;200747;16257.62;85115.17;36
346500;0;0;10602.95;117546.44;0
553300;66000;66000;7287.49;57974.22;0
429000;33000;36000;12499.39;107798.96;0
264000;49500;49500;27337.64;345556.36;0
374000;49500;52500;40787.09;445651.13;0
220000;51293;92550;10884.91;219336.77;3
418000;33000;33000;44097.07;663814.48;0
346500;0;0;14837.31;207258.4;0
341000;47875;0;10476.68;118026.19;2
137500;44015;43931;3380.7;39167.13;8
236500;35860;38860;4811.66;54790.37;0
324500;33000;36000;2172.38;53195.57;0
374000;49500;0;9274.13;221761.93;0
209000;0;0;17454.78;220855.82;0
104500;0;0;5270.1;50870.72;0
269500;55000;0;6380.15;65765.9;0
115500;11000;11000;1735.55;10614.55;0
352000;27500;39811;7618.01;117919.58;0
170500;55000;55000;18660.91;312143.58;0
0;0;0;3.04;2.18;0
319000;35860;0;10168.66;171438.27;0
214500;35860;0;1459.79;11660;0
267300;113300;113300;11125.74;89870.88;0
