X1;X2;X3;X4;X5;X6
368500;46860;46860;11764.41;164202.8;0
272800;46860;46860;7942.89;50281.81;0
459800;66000;67815;16027.5;182582.7;3
451000;88660;0;2101.54;43786.43;0
363000;0;9560;7972.67;198410.99;1
267300;52877;60216;11456.94;136881.24;1
209000;60500;72750;23803.16;118437.39;0
385000;30220;34127;15313.39;137913.98;1
278300;101149;99048;15419.7;178083.86;29
533500;60500;60500;21262.13;224863.2;0
181500;55000;75500;11009.18;124083.36;0
346500;0;0;7124.86;188894.82;0
808500;55000;55000;17385.26;226004.18;9
0;0;0;67152.53;689397.41;0
264000;49500;52500;28593.44;348829.57;0
418000;27500;45774;13191.2;148005.48;0
363001;23101;0;24573.96;369058.26;0
289667;18151;0;4708.99;51077.46;0
0;27171;42403;14205.28;250021.1;29
363000;47300;47300;38778.16;458986.8;0
181500;35860;0;21588.36;205956.11;0
269500;55772;58338;7775.24;145511.26;4
275000;44000;47000;11995.3;152155.65;0
264000;49500;49500;7602.59;112829.12;0
346500;0;0;9222.61;228113.89;0
511500;27500;7098;33172.6;403298.19;0
297000;66000;0;10657.62;240344.7;3
154000;60500;60500;10334.9;129280.06;0
214500;39498;44196;6579.6;53597.39;1
159500;40702;48143;26018.1;216315.95;2
203500;55000;0;2226;27422.56;0
225500;35860;38860;7121.47;89284.28;0
356400;0;0;15310.77;72356.77;0
286000;55000;55000;16173.21;69047.19;0
261800;66000;69480;10852.05;135508.92;0
330000;33000;33000;9815.97;146190.29;0
346500;0;0;9948.37;201296.99;0
390500;27500;46500;25393.82;585002.75;0
346500;0;0;5990.25;74886.79;0
220000;225726;65457;11816.88;82212.76;89
418733;49500;49500;14349.35;231468.96;0
368500;0;0;14722.81;225043.4;0
137500;38500;38500;4721.67;92643.2;0
423500;49500;52500;13643.55;281913.72;0
281234;49500;49500;20049.74;285507.86;0
390500;33000;36000;16416.4;277980.6;0
330000;49500;49500;19380.43;269802.82;0
346500;0;0;8013.3;93050.62;0
321200;49500;63750;16162.75;283264.5;0
272800;344300;344300;34276.13;399242;261
159500;80300;80300;3798.77;52211.44;0
594000;151800;151800;11350.87;188623.55;106
214500;34870;37870;31030.98;283416.84;0
261800;118800;118800;22395.59;94569.43;0
214500;45870;0;1118.83;12819.54;0
588500;66000;0;58505.44;172580.46;4
0;55000;0;15863.64;167916.07;0
357500;22000;0;12231.46;297458.11;0
346500;97270;56282;7409.88;161544.17;43
264000;104984;207915;4180.99;52588.21;32
291500;113300;116300;2929.35;60705.26;0
368500;33000;50500;5822.23;57066.36;2
352000;22000;0;26210.42;400476.02;0
330000;33000;36000;8185.72;109855.22;0
264000;49500;52500;18011.36;253823.72;0
0;27500;27500;22884.17;472011.24;0
356033;27500;27500;10177.38;135384.61;0
346500;0;0;12669.03;228268.52;0
416717;0;0;4595.75;112767.85;0
137500;102300;102300;10668.57;117725.68;0
261800;11000;11000;3976.16;60857.62;0
214500;31570;53940;7806.01;103856.32;0
214500;42570;42817;8314.38;131745.46;0
1446500;139891;115209;61680.4;755391.31;30
291500;66000;69000;8957.1;96741.87;0
368500;52616;76333;12124.54;216078.1;22
660000;49500;52500;1863.38;38143.39;0
440000;55653;77500;10018.66;88400.35;2
264000;49500;63750;9344.1;129933.9;0
1111000;13200;0;123.93;712.49;0
137500;52800;52800;6489.47;76428.81;0
352000;0;0;15348.43;141330.11;0
242000;60500;0;9066.63;117807.46;0
137500;31570;47768;3118.59;41940.25;0
170500;37070;37070;4022.11;58153.33;0
137500;31570;39255;12889.87;175533.17;0
154000;11000;11000;3696.22;37644.09;0
143000;0;0;12465.78;86414.14;0
104500;0;0;7292.25;84737.12;0
528000;66000;69000;52225.6;1035053.33;0
258500;44000;44000;529.69;13834.79;0
390500;27500;30500;22815.95;426547.97;0
264000;49500;52500;15760.92;357614.76;0
363000;49500;0;52792.23;495330.8;0
335500;27500;30500;22640.46;418651.81;0
357500;27500;65210;16718.23;241812.28;0
275000;0;0;7454.96;29271.4;0
308000;34692;36000;17476.2;225328.26;3
192500;11000;11000;3387.91;20868.38;0
264000;49500;36532;9064.22;167989.25;0
319000;27500;27500;20070.3;313826.24;0
649000;55000;87000;14962.28;477046.74;0
137500;35860;35860;3003.6;64351.86;0
209000;105600;105600;7718.11;80431.99;19
159500;55000;55000;11220.15;59429.87;0
891000;55000;58000;18847.06;473275.3;2
346500;0;0;33306.68;666640.99;0
374000;55000;74500;22707.87;487830.73;0
272800;239649;241103;6433.12;103224.37;13
159500;55000;55000;11392.57;56334.71;0
170500;55000;75500;24137.86;184883.29;0
250800;0;0;6469.39;87286.78;0
819500;66000;66000;41809.69;389608.84;0
352000;77000;0;7969.07;62121.81;0
352000;0;0;21593.77;166293.18;0
220000;77000;80000;9776.98;70691.46;0
379500;27500;27500;4946.2;122292.15;0
335500;27500;32500;22809.38;336887.56;0
225500;31570;0;3053.77;28431.16;0
209000;46114;130923;938.78;8492.78;11
264000;138491;77614;6194.75;54849.24;33
476300;66000;0;11190.22;131782.09;0
297000;66000;69300;4993.26;33069.77;1
264000;49500;65275;7056.82;154436.7;0
613800;71949;0;16177.25;286652.67;4
272800;33000;46900;2483.47;21352.73;0
401500;27500;30500;16194.12;257040.98;0
640200;27500;30500;11199.68;241279.07;0
328533;33000;33000;8151.2;209097.47;0
418000;55000;0;10071.97;195810.81;0
335500;27500;30500;24050.86;364442.89;0
415433;27500;27500;11498.45;236177.87;0
423868;66000;0;8160.19;92515.26;0
363000;35860;58681;7738.53;106615.76;0
511500;55000;116000;24157.17;448330.15;0
335500;27500;44000;55684.76;719493.96;0
126500;11000;11000;1145.24;6801.82;0
319000;49500;81782;4765.47;56895.42;0
539000;48645;48605;9850.1;201817.93;8
438534;151662;373048;6482.96;76037.97;68
280500;51700;52500;14331.58;282437.61;8
176000;56375;0;7983.89;132760.59;1
214500;46036;0;10499.63;125425.91;5
363000;33000;0;12801.62;128808.88;1
363368;0;0;9954.3;80410.35;0
456500;66000;69000;15089.45;276791.84;0
423500;60784;82500;9138.32;152973.74;1
335500;440;0;10228.34;96927.86;0
292051;44858;0;12567.76;298088.87;1
374000;49500;0;57487.17;98467.72;0
280500;49500;52500;17649.34;236975.06;0
363000;44000;44000;1847.93;30747.47;0
363000;44000;44000;16102.34;336183.39;0
317900;66000;0;33573.59;439277.42;0
374000;49500;52500;21000.29;202487.28;0
302500;154002;151800;27195.06;259573.45;35
495000;55000;55000;24540.25;228063.43;0
137500;109601;80597;5469.88;88651.99;24
352000;118800;136614;4585.25;75386.21;85
258500;106040;0;8854.01;153601.12;98
412500;22000;22000;12749.36;251457.26;0
291500;49500;49500;8085.79;167236.36;0
412500;27500;0;3845.96;25374.58;0
423500;71518;85683;12269.02;95130.81;24
286000;0;0;11328.43;104603.43;0
231000;110000;110383;16858.21;334452.78;0
346500;0;0;5597.38;172504.42;0
346500;0;0;13942.4;119816.37;0
346500;0;0;20031.46;272424.28;0
0;49500;52500;4.52;10.1;0
55000;62654;106176;3189.42;44708.36;5
143000;38500;38500;16887.96;189975.05;0
396000;55000;55506;16349.99;97846.95;0
275000;58023;65631;16605.98;285941.57;10
412500;55000;0;14746.92;108868.31;0
286000;22000;0;2783.32;53380.28;0
410667;0;0;9617.69;178593.91;0
381334;18333;0;11577.66;231244.54;0
215233;8067;0;3224.85;41007.84;5
605000;55000;58000;10541.87;149847.02;0
569067;49500;52500;10048.18;260263.93;0
16500;49500;0;3582.47;82316.75;1
473000;162800;0;6341.62;115619.66;127
660000;55000;0;35334.42;571153.17;0
533500;61509;84594;16910.97;140596.97;6
462000;55000;58000;33564.58;654070.69;0
324500;33000;36000;30487.01;340402.57;0
183700;52800;0;62764.36;145227.47;351
55000;40514;49160;4.47;14.63;3
308000;79734;51461;10430.09;272370.75;24
550000;49500;76750;3219.3;48999.49;0
286000;0;0;11495.04;215311.4;0
374000;49500;0;12176.56;211029.69;0
346500;0;0;22690.21;259750.68;0
286000;22000;0;8478.58;85502.76;0
264000;49500;0;8516.58;77836.2;0
396000;22000;3548;17362.22;293530.38;0
81950;0;0;4109.26;33984.75;0
264000;49500;3194;1061.06;19761.24;0
275000;10807;0;5835.23;100751.84;1
81950;2933;0;394.94;7246.63;0
82500;0;0;412.39;8554.32;0
261800;66000;69000;21.68;22.86;0
261800;77000;80000;1121.53;4131.77;0
341000;81640;153286;9279.92;163398.16;15
137500;38676;0;3767.2;38592.61;1
489500;55000;55000;21176.04;395128.3;0
473000;55000;0;70340.73;905278.38;0
528000;373340;530730;8095.54;129915.31;293
451000;60500;63500;615.81;11132.01;0
610500;60500;0;12656.45;187856.32;0
258500;45015;48691;4443.68;86735.99;1
627000;66000;132000;119153.28;876610.16;0
476300;66000;71568;6996.54;107566.22;5
487300;66000;66000;21636.3;206058.84;0
390500;49500;52500;8611.03;109887.59;0
368500;86199;67827;21027.12;231887.34;19
407000;66000;66000;6354.71;86865.14;0
361533;22000;0;9225.91;76504.51;0
297000;66000;69000;11070.17;111996.86;0
342833;27500;30500;5501.42;98523.25;0
346500;0;0;21917.93;396118.21;0
214500;0;0;6854.17;90108.87;0
264000;49500;49500;15317.61;128144.52;0
374000;49500;88000;9085.88;60315.23;0
258500;49500;0;10803.76;254346.13;0
264000;79370;136680;4156.63;88114.48;17
531300;0;0;12344.68;81340.27;0
390500;27500;27500;16457.62;434202.63;0
335500;27720;0;4020.02;109592.77;1
314966;27500;27500;3320.08;54387.98;0
390500;27500;30500;4227.66;81425.15;0
272067;49500;52500;15163.29;148202.33;0
264000;49500;78000;68763.1;798832.89;0
437433;27500;30500;12782.12;350661.35;0
355667;33380;0;10923.18;155152.59;1
388117;0;0;329.46;5322.73;0
469700;27500;30500;15573.34;336320.41;0
484000;60500;60500;2939.89;33928.84;5
528000;55000;0;268054.56;2805975.51;0
0;35860;48860;8.25;11;0
264000;49500;0;9870.8;109149.56;0
346500;0;0;17986.84;407802.8;0
321567;27500;30500;9834.07;50911.05;0
390500;27500;46403;3280.53;53807.49;0
346500;0;0;11082.95;249792.23;0
335500;27500;44000;21117.42;290960.9;0
396000;22000;0;5649.59;137838.46;0
516267;0;0;17999.74;283534.31;0
82500;0;0;12245.42;116103.55;0
1864500;66000;66000;32226.76;552675.04;0
616732;22000;0;7465.41;98403.81;0
294251;60600;80015;11293.5;128997.91;19
370333;36301;0;6106.8;89912.72;1
214500;40733;40673;6149.4;98974.07;3
412500;151800;155103;4532.55;28873.51;55
1842500;30140;60247;489767.86;6894786.14;0
264000;49500;52500;22183.98;238548.84;0
214500;35860;38860;8250.85;84102.29;0
137500;38500;38500;8749.92;111522.15;0
0;33000;36000;569.2;3167.95;0
264000;49500;52500;12364.6;98608.97;0
264000;49500;49500;27357.68;327366.13;0
346500;0;0;9858.96;124865.87;0
330000;49500;0;12124.1;128795.64;0
346500;0;0;18795.91;338473.54;0
214500;52800;55800;2450.67;45070.5;0
357500;0;0;36596.15;371407.95;7
214500;58300;58300;1260.58;16415.32;0
313500;44000;49247;8812.93;110780.52;0
456500;0;0;50611.99;819964.52;0
264000;49500;79030;12642.79;133637.74;0
478500;55000;55000;34502.18;531548.78;0
280500;66000;69000;23204.37;234334.23;0
308000;33000;0;18540.21;357553.23;0
330000;33000;49718;31524.01;682241.2;0
379500;27500;27500;10099.54;166840.57;0
506000;55000;58000;18234.3;462920.9;1
814000;55000;55000;75791.79;600025.44;0
1019151;870098;922759;43677.23;427421.91;342
0;74800;74800;7107.47;109652.25;0
687500;108570;0;37690.22;449299.73;385
509300;66000;66000;32105.17;487948.41;0
104500;0;0;26775.45;374766.92;48
396000;55000;0;23324.48;301285.05;0
341000;22000;25000;12713.65;343860.9;0
264000;49500;0;36284.39;375856.97;0
313500;66000;66000;47038.61;796792.98;0
371067;27500;30500;25085.61;375736.42;0
346500;0;0;13435.43;269658.2;0
418000;27500;0;6042.62;67192.83;0
264000;49500;52500;931.01;15275.11;0
261800;77000;77000;4426.88;99938.48;0
264000;49500;32554;6646.42;66798.73;0
390500;27500;30500;12172.49;196407.47;0
363000;49500;0;8446.67;140315.61;0
368500;27500;27500;20515.86;182665.06;0
368500;27500;30500;10267.82;52654.53;0
335500;27500;30500;19534.28;261869.03;0
350167;0;0;13813.27;321742.7;0
137500;38500;46500;6726.57;84112.73;0
555500;66000;69000;27877.7;261695.22;0
359335;55455;69000;831.93;15574.93;0
1354102;0;9548;611023.67;7647401.17;0
429000;0;0;18434.12;407132.24;0
456500;66000;89000;36237.95;589190.1;0
346500;0;0;55690.52;681930.68;0
416717;0;0;5775.03;60565.14;0
408100;0;0;9420.12;131617.49;0
404250;0;0;3699.79;44268.98;0
514800;66000;66000;11917.19;186206.12;0
1496000;55000;61000;46695.09;743782.53;0
